month,level_1,level_2,value
2005-04,All Items,Education,64.098
2005-04,All Items,Miscellaneous Goods & Services,87.488
2005-05,All Items,Food,71.038
2005-05,All Items,Food Excl Food Serving Services,68.034
2005-05,All Items,Food Serving Services,73.393
2005-05,All Items,Clothing & Footwear,93.12
2005-05,All Items,Housing & Utilities,74.893
2005-05,All Items,Household Durables & Services,78.953
2005-05,All Items,Health Care,71.435
2005-05,All Items,Transport,74.071
2005-05,All Items,Communication,106.795
2005-05,All Items,Recreation & Culture,88.952
2005-05,All Items,Education,64.098
2005-05,All Items,Miscellaneous Goods & Services,87.034
2005-06,All Items,Food,71.022
2005-06,All Items,Food Excl Food Serving Services,68
2005-06,All Items,Food Serving Services,73.392
2005-06,All Items,Clothing & Footwear,89.883
2005-06,All Items,Housing & Utilities,72.258
2005-06,All Items,Household Durables & Services,78.867
2005-06,All Items,Health Care,71.492
2005-06,All Items,Transport,73.618
2005-06,All Items,Communication,106.95
2005-06,All Items,Recreation & Culture,88.526
2005-06,All Items,Education,64.206
2005-06,All Items,Miscellaneous Goods & Services,86.8
2005-07,All Items,Food,71.104
2005-07,All Items,Food Excl Food Serving Services,68.079
2005-07,All Items,Food Serving Services,73.476
2005-07,All Items,Clothing & Footwear,89.734
2005-07,All Items,Housing & Utilities,76.167
2005-07,All Items,Household Durables & Services,78.933
2005-07,All Items,Health Care,71.676
2005-07,All Items,Transport,73.816
2005-07,All Items,Communication,106.884
2005-07,All Items,Recreation & Culture,88.017
2005-07,All Items,Education,64.765
2005-07,All Items,Miscellaneous Goods & Services,87.013
2005-08,All Items,Food,71.187
2005-08,All Items,Food Excl Food Serving Services,68.13
2005-08,All Items,Food Serving Services,73.586
2005-08,All Items,Clothing & Footwear,93.128
2005-08,All Items,Housing & Utilities,76.152
2005-08,All Items,Household Durables & Services,78.892
2005-08,All Items,Health Care,71.672
2005-08,All Items,Transport,74.91
2005-08,All Items,Communication,106.699
2005-08,All Items,Recreation & Culture,88.234
2005-08,All Items,Education,65.023
2005-08,All Items,Miscellaneous Goods & Services,87.724
2005-09,All Items,Food,71.155
2005-09,All Items,Food Excl Food Serving Services,68.103
2005-09,All Items,Food Serving Services,73.55
2005-09,All Items,Clothing & Footwear,92.707
2005-09,All Items,Housing & Utilities,75.783
2005-09,All Items,Household Durables & Services,78.893
2005-09,All Items,Health Care,71.725
2005-09,All Items,Transport,75.786
2005-09,All Items,Communication,106.447
2005-09,All Items,Recreation & Culture,88.863
2005-09,All Items,Education,65.202
2005-09,All Items,Miscellaneous Goods & Services,87.466
2005-10,All Items,Food,71.344
2005-10,All Items,Food Excl Food Serving Services,68.489
2005-10,All Items,Food Serving Services,73.578
2005-10,All Items,Clothing & Footwear,93.989
2005-10,All Items,Housing & Utilities,76.949
2005-10,All Items,Household Durables & Services,78.743
2005-10,All Items,Health Care,71.877
2005-10,All Items,Transport,75.281
2005-10,All Items,Communication,106.277
2005-10,All Items,Recreation & Culture,89.814
2005-10,All Items,Education,65.37
2005-10,All Items,Miscellaneous Goods & Services,87.556
2005-11,All Items,Food,71.383
2005-11,All Items,Food Excl Food Serving Services,68.527
2005-11,All Items,Food Serving Services,73.618
2005-11,All Items,Clothing & Footwear,95.491
2005-11,All Items,Housing & Utilities,77.09
2005-11,All Items,Household Durables & Services,78.988
2005-11,All Items,Health Care,71.916
2005-11,All Items,Transport,73.998
2005-11,All Items,Communication,106.716
2005-11,All Items,Recreation & Culture,89.785
2005-11,All Items,Education,65.375
2005-11,All Items,Miscellaneous Goods & Services,87.852
2005-12,All Items,Food,71.547
2005-12,All Items,Food Excl Food Serving Services,68.737
2005-12,All Items,Food Serving Services,73.746
2005-12,All Items,Clothing & Footwear,93.851
2005-12,All Items,Housing & Utilities,77.119
2005-12,All Items,Household Durables & Services,79.001
2005-12,All Items,Health Care,71.784
2005-12,All Items,Transport,73.85
2005-12,All Items,Communication,106.918
2005-12,All Items,Recreation & Culture,90.588
2005-12,All Items,Education,65.384
2005-12,All Items,Miscellaneous Goods & Services,87.327
2006-01,All Items,Food,72.217
2006-01,All Items,Food Excl Food Serving Services,70.142
2006-01,All Items,Food Serving Services,73.822
2006-01,All Items,Clothing & Footwear,92.219
2006-01,All Items,Housing & Utilities,75.734
2006-01,All Items,Household Durables & Services,78.79
2006-01,All Items,Health Care,71.988
2006-01,All Items,Transport,73.384
2006-01,All Items,Communication,106.788
2006-01,All Items,Recreation & Culture,89.901
2006-01,All Items,Education,66.21
2006-01,All Items,Miscellaneous Goods & Services,88.028
2006-02,All Items,Food,71.734
2006-02,All Items,Food Excl Food Serving Services,69.022
2006-02,All Items,Food Serving Services,73.852
2006-02,All Items,Clothing & Footwear,94.044
2006-02,All Items,Housing & Utilities,78.041
2006-02,All Items,Household Durables & Services,78.985
2006-02,All Items,Health Care,71.956
2006-02,All Items,Transport,72.529
2006-02,All Items,Communication,106.871
2006-02,All Items,Recreation & Culture,88.92
2006-02,All Items,Education,66.194
2006-02,All Items,Miscellaneous Goods & Services,88.437
2006-03,All Items,Food,71.734
2006-03,All Items,Food Excl Food Serving Services,68.692
2006-03,All Items,Food Serving Services,74.121
2006-03,All Items,Clothing & Footwear,95.492
2006-03,All Items,Housing & Utilities,76.625
2006-03,All Items,Household Durables & Services,79.107
2006-03,All Items,Health Care,71.928
2006-03,All Items,Transport,72.556
2006-03,All Items,Communication,105.89
2006-03,All Items,Recreation & Culture,88.863
2006-03,All Items,Education,66.18
2006-03,All Items,Miscellaneous Goods & Services,88.405
2006-04,All Items,Food,72.02
2006-04,All Items,Food Excl Food Serving Services,69.097
2006-04,All Items,Food Serving Services,74.31
2006-04,All Items,Clothing & Footwear,95.257
2006-04,All Items,Housing & Utilities,77.835
2006-04,All Items,Household Durables & Services,78.915
2006-04,All Items,Health Care,72.165
2006-04,All Items,Transport,73.565
2006-04,All Items,Communication,105.569
2006-04,All Items,Recreation & Culture,88.316
2006-04,All Items,Education,66.261
2006-04,All Items,Miscellaneous Goods & Services,88.578
2006-05,All Items,Food,72.16
2006-05,All Items,Food Excl Food Serving Services,69.338
2006-05,All Items,Food Serving Services,74.367
2006-05,All Items,Clothing & Footwear,94.156
2006-05,All Items,Housing & Utilities,77.832
2006-05,All Items,Household Durables & Services,78.793
2006-05,All Items,Health Care,72.238
2006-05,All Items,Transport,73.395
2006-05,All Items,Communication,106.088
2006-05,All Items,Recreation & Culture,87.226
2006-05,All Items,Education,66.263
2006-05,All Items,Miscellaneous Goods & Services,88.36
2006-06,All Items,Food,72.269
2006-06,All Items,Food Excl Food Serving Services,69.475
2006-06,All Items,Food Serving Services,74.453
2006-06,All Items,Clothing & Footwear,90.88
2006-06,All Items,Housing & Utilities,76.362
2006-06,All Items,Household Durables & Services,78.694
2006-06,All Items,Health Care,72.242
2006-06,All Items,Transport,72.618
2006-06,All Items,Communication,105.482
2006-06,All Items,Recreation & Culture,87.216
2006-06,All Items,Education,66.268
2006-06,All Items,Miscellaneous Goods & Services,88.508
2006-07,All Items,Food,72.422
2006-07,All Items,Food Excl Food Serving Services,69.676
2006-07,All Items,Food Serving Services,74.567
2006-07,All Items,Clothing & Footwear,93.232
2006-07,All Items,Housing & Utilities,78.175
2006-07,All Items,Household Durables & Services,78.85
2006-07,All Items,Health Care,72.312
2006-07,All Items,Transport,73.412
2006-07,All Items,Communication,105.862
2006-07,All Items,Recreation & Culture,86.452
2006-07,All Items,Education,66.753
2006-07,All Items,Miscellaneous Goods & Services,88.769
2006-08,All Items,Food,72.411
2006-08,All Items,Food Excl Food Serving Services,69.565
2006-08,All Items,Food Serving Services,74.639
2006-08,All Items,Clothing & Footwear,95.052
2006-08,All Items,Housing & Utilities,78.159
2006-08,All Items,Household Durables & Services,78.785
2006-08,All Items,Health Care,72.283
2006-08,All Items,Transport,73.378
2006-08,All Items,Communication,105.62
2006-08,All Items,Recreation & Culture,86.286
2006-08,All Items,Education,66.832
2006-08,All Items,Miscellaneous Goods & Services,89.302
2006-09,All Items,Food,72.397
2006-09,All Items,Food Excl Food Serving Services,69.647
2006-09,All Items,Food Serving Services,74.546
2006-09,All Items,Clothing & Footwear,93.959
2006-09,All Items,Housing & Utilities,77.74
2006-09,All Items,Household Durables & Services,78.658
2006-09,All Items,Health Care,72.371
2006-09,All Items,Transport,73.347
2006-09,All Items,Communication,105.559
2006-09,All Items,Recreation & Culture,86.777
2006-09,All Items,Education,67.104
2006-09,All Items,Miscellaneous Goods & Services,89.093
2006-10,All Items,Food,72.436
2006-10,All Items,Food Excl Food Serving Services,69.625
2006-10,All Items,Food Serving Services,74.635
2006-10,All Items,Clothing & Footwear,94.495
2006-10,All Items,Housing & Utilities,78.36
2006-10,All Items,Household Durables & Services,78.785
2006-10,All Items,Health Care,72.465
2006-10,All Items,Transport,73.615
2006-10,All Items,Communication,105.507
2006-10,All Items,Recreation & Culture,87.513
2006-10,All Items,Education,67.283
2006-10,All Items,Miscellaneous Goods & Services,89.656
2006-11,All Items,Food,72.55
2006-11,All Items,Food Excl Food Serving Services,69.834
2006-11,All Items,Food Serving Services,74.671
2006-11,All Items,Clothing & Footwear,94.731
2006-11,All Items,Housing & Utilities,78.388
2006-11,All Items,Household Durables & Services,78.92
2006-11,All Items,Health Care,72.555
2006-11,All Items,Transport,72.485
2006-11,All Items,Communication,105.547
2006-11,All Items,Recreation & Culture,89.105
2006-11,All Items,Education,67.241
2006-11,All Items,Miscellaneous Goods & Services,89.565
2006-12,All Items,Food,72.787
2006-12,All Items,Food Excl Food Serving Services,70.237
2006-12,All Items,Food Serving Services,74.774
2006-12,All Items,Clothing & Footwear,93.516
2006-12,All Items,Housing & Utilities,78.42
2006-12,All Items,Household Durables & Services,78.995
2006-12,All Items,Health Care,72.572
2006-12,All Items,Transport,72.974
2006-12,All Items,Communication,105.507
2006-12,All Items,Recreation & Culture,90.34
2006-12,All Items,Education,67.236
2006-12,All Items,Miscellaneous Goods & Services,89.579
2007-01,All Items,Food,73.355
2007-01,All Items,Food Excl Food Serving Services,71.524
2007-01,All Items,Food Serving Services,74.761
2007-01,All Items,Clothing & Footwear,92.4
2007-01,All Items,Housing & Utilities,75.237
2007-01,All Items,Household Durables & Services,78.676
2007-01,All Items,Health Care,72.717
2007-01,All Items,Transport,72.395
2007-01,All Items,Communication,105.506
2007-01,All Items,Recreation & Culture,89.309
2007-01,All Items,Education,67.805
2007-01,All Items,Miscellaneous Goods & Services,89.765
2007-02,All Items,Food,73.627
2007-02,All Items,Food Excl Food Serving Services,71.959
2007-02,All Items,Food Serving Services,74.903
2007-02,All Items,Clothing & Footwear,93.883
2007-02,All Items,Housing & Utilities,77.483
2007-02,All Items,Household Durables & Services,78.884
2007-02,All Items,Health Care,73.099
2007-02,All Items,Transport,71.722
2007-02,All Items,Communication,105.734
2007-02,All Items,Recreation & Culture,89.2
2007-02,All Items,Education,67.923
2007-02,All Items,Miscellaneous Goods & Services,89.692
2007-03,All Items,Food,72.934
2007-03,All Items,Food Excl Food Serving Services,70.472
2007-03,All Items,Food Serving Services,74.85
2007-03,All Items,Clothing & Footwear,96.045
2007-03,All Items,Housing & Utilities,77.466
2007-03,All Items,Household Durables & Services,78.949
2007-03,All Items,Health Care,73.215
2007-03,All Items,Transport,71.2
2007-03,All Items,Communication,105.778
2007-03,All Items,Recreation & Culture,89.579
2007-03,All Items,Education,67.872
2007-03,All Items,Miscellaneous Goods & Services,89.845
2007-04,All Items,Food,72.87
2007-04,All Items,Food Excl Food Serving Services,70.243
2007-04,All Items,Food Serving Services,74.92
2007-04,All Items,Clothing & Footwear,96.066
2007-04,All Items,Housing & Utilities,77.008
2007-04,All Items,Household Durables & Services,79.281
2007-04,All Items,Health Care,73.916
2007-04,All Items,Transport,73.009
2007-04,All Items,Communication,105.64
2007-04,All Items,Recreation & Culture,90.758
2007-04,All Items,Education,67.17
2007-04,All Items,Miscellaneous Goods & Services,89.934
2007-05,All Items,Food,73.153
2007-05,All Items,Food Excl Food Serving Services,70.832
2007-05,All Items,Food Serving Services,74.955
2007-05,All Items,Clothing & Footwear,94.226
2007-05,All Items,Housing & Utilities,77.016
2007-05,All Items,Household Durables & Services,79.573
2007-05,All Items,Health Care,74.354
2007-05,All Items,Transport,74.418
2007-05,All Items,Communication,106.069
2007-05,All Items,Recreation & Culture,89.663
2007-05,All Items,Education,67.173
2007-05,All Items,Miscellaneous Goods & Services,89.571
2007-06,All Items,Food,73.458
2007-06,All Items,Food Excl Food Serving Services,71.347
2007-06,All Items,Food Serving Services,75.09
2007-06,All Items,Clothing & Footwear,90.852
2007-06,All Items,Housing & Utilities,74.726
2007-06,All Items,Household Durables & Services,79.463
2007-06,All Items,Health Care,74.713
2007-06,All Items,Transport,75.091
2007-06,All Items,Communication,106.078
2007-06,All Items,Recreation & Culture,90.104
2007-06,All Items,Education,67.181
2007-06,All Items,Miscellaneous Goods & Services,89.612
2007-07,All Items,Food,74.526
2007-07,All Items,Food Excl Food Serving Services,72.293
2007-07,All Items,Food Serving Services,76.256
2007-07,All Items,Clothing & Footwear,94.392
2007-07,All Items,Housing & Utilities,78.973
2007-07,All Items,Household Durables & Services,78.911
2007-07,All Items,Health Care,76.283
2007-07,All Items,Transport,75.785
2007-07,All Items,Communication,107.385
2007-07,All Items,Recreation & Culture,90.132
2007-07,All Items,Education,68.944
2007-07,All Items,Miscellaneous Goods & Services,91.614
2007-08,All Items,Food,74.773
2007-08,All Items,Food Excl Food Serving Services,72.566
2007-08,All Items,Food Serving Services,76.482
2007-08,All Items,Clothing & Footwear,95.767
2007-08,All Items,Housing & Utilities,79.117
2007-08,All Items,Household Durables & Services,79.223
2007-08,All Items,Health Care,76.475
2007-08,All Items,Transport,76.281
2007-08,All Items,Communication,107.286
2007-08,All Items,Recreation & Culture,90.304
2007-08,All Items,Education,68.955
2007-08,All Items,Miscellaneous Goods & Services,92.076
2007-09,All Items,Food,75.092
2007-09,All Items,Food Excl Food Serving Services,73.005
2007-09,All Items,Food Serving Services,76.705
2007-09,All Items,Clothing & Footwear,94.792
2007-09,All Items,Housing & Utilities,78.093
2007-09,All Items,Household Durables & Services,79.023
2007-09,All Items,Health Care,76.473
2007-09,All Items,Transport,75.156
2007-09,All Items,Communication,106.978
2007-09,All Items,Recreation & Culture,91.041
2007-09,All Items,Education,69.28
2007-09,All Items,Miscellaneous Goods & Services,91.969
2007-10,All Items,Food,75.479
2007-10,All Items,Food Excl Food Serving Services,73.502
2007-10,All Items,Food Serving Services,77.001
2007-10,All Items,Clothing & Footwear,94.32
2007-10,All Items,Housing & Utilities,80.565
2007-10,All Items,Household Durables & Services,78.936
2007-10,All Items,Health Care,76.752
2007-10,All Items,Transport,77.394
2007-10,All Items,Communication,108.383
2007-10,All Items,Recreation & Culture,92.219
2007-10,All Items,Education,69.34
2007-10,All Items,Miscellaneous Goods & Services,91.808
2007-11,All Items,Food,76.293
2007-11,All Items,Food Excl Food Serving Services,74.491
2007-11,All Items,Food Serving Services,77.673
2007-11,All Items,Clothing & Footwear,96.138
2007-11,All Items,Housing & Utilities,81.157
2007-11,All Items,Household Durables & Services,78.997
2007-11,All Items,Health Care,76.834
2007-11,All Items,Transport,77.453
2007-11,All Items,Communication,108.097
2007-11,All Items,Recreation & Culture,92.867
2007-11,All Items,Education,69.338
2007-11,All Items,Miscellaneous Goods & Services,92.15
2007-12,All Items,Food,77.251
2007-12,All Items,Food Excl Food Serving Services,75.8
2007-12,All Items,Food Serving Services,78.221
2007-12,All Items,Clothing & Footwear,95.681
2007-12,All Items,Housing & Utilities,76.985
2007-12,All Items,Household Durables & Services,79.933
2007-12,All Items,Health Care,77.332
2007-12,All Items,Transport,79.789
2007-12,All Items,Communication,107.253
2007-12,All Items,Recreation & Culture,94.474
2007-12,All Items,Education,70.644
2007-12,All Items,Miscellaneous Goods & Services,92.142
2008-01,All Items,Food,77.914
2008-01,All Items,Food Excl Food Serving Services,76.5
2008-01,All Items,Food Serving Services,78.861
2008-01,All Items,Clothing & Footwear,95.672
2008-01,All Items,Housing & Utilities,80.722
2008-01,All Items,Household Durables & Services,80.318
2008-01,All Items,Health Care,78.29
2008-01,All Items,Transport,78.869
2008-01,All Items,Communication,107.017
2008-01,All Items,Recreation & Culture,93.3
2008-01,All Items,Education,71.592
2008-01,All Items,Miscellaneous Goods & Services,92.291
2008-02,All Items,Food,78.637
2008-02,All Items,Food Excl Food Serving Services,77.739
2008-02,All Items,Food Serving Services,79.262
2008-02,All Items,Clothing & Footwear,95.472
2008-02,All Items,Housing & Utilities,82.434
2008-02,All Items,Household Durables & Services,80.368
2008-02,All Items,Health Care,78.524
2008-02,All Items,Transport,78.837
2008-02,All Items,Communication,107.17
2008-02,All Items,Recreation & Culture,93.256
2008-02,All Items,Education,71.702
2008-02,All Items,Miscellaneous Goods & Services,92.225
2008-03,All Items,Food,78.648
2008-03,All Items,Food Excl Food Serving Services,77.406
2008-03,All Items,Food Serving Services,79.488
2008-03,All Items,Clothing & Footwear,96.87
2008-03,All Items,Housing & Utilities,82.765
2008-03,All Items,Household Durables & Services,80.394
2008-03,All Items,Health Care,78.597
2008-03,All Items,Transport,78.39
2008-03,All Items,Communication,107.211
2008-03,All Items,Recreation & Culture,93.343
2008-03,All Items,Education,71.721
2008-03,All Items,Miscellaneous Goods & Services,92.663
2008-04,All Items,Food,79.232
2008-04,All Items,Food Excl Food Serving Services,77.927
2008-04,All Items,Food Serving Services,80.112
2008-04,All Items,Clothing & Footwear,96.599
2008-04,All Items,Housing & Utilities,86.579
2008-04,All Items,Household Durables & Services,80.709
2008-04,All Items,Health Care,78.97
2008-04,All Items,Transport,79.554
2008-04,All Items,Communication,106.987
2008-04,All Items,Recreation & Culture,94.147
2008-04,All Items,Education,72.135
2008-04,All Items,Miscellaneous Goods & Services,92.767
2008-05,All Items,Food,79.776
2008-05,All Items,Food Excl Food Serving Services,78.903
2008-05,All Items,Food Serving Services,80.387
2008-05,All Items,Clothing & Footwear,95.316
2008-05,All Items,Housing & Utilities,88.128
2008-05,All Items,Household Durables & Services,80.784
2008-05,All Items,Health Care,78.999
2008-05,All Items,Transport,80.199
2008-05,All Items,Communication,106.887
2008-05,All Items,Recreation & Culture,94.004
2008-05,All Items,Education,72.14
2008-05,All Items,Miscellaneous Goods & Services,92.47
2008-06,All Items,Food,80.284
2008-06,All Items,Food Excl Food Serving Services,79.515
2008-06,All Items,Food Serving Services,80.83
2008-06,All Items,Clothing & Footwear,92.277
2008-06,All Items,Housing & Utilities,87.72
2008-06,All Items,Household Durables & Services,80.519
2008-06,All Items,Health Care,79.117
2008-06,All Items,Transport,79.688
2008-06,All Items,Communication,106.807
2008-06,All Items,Recreation & Culture,94.125
2008-06,All Items,Education,72.14
2008-06,All Items,Miscellaneous Goods & Services,92.26
2008-07,All Items,Food,80.786
2008-07,All Items,Food Excl Food Serving Services,80.155
2008-07,All Items,Food Serving Services,81.247
2008-07,All Items,Clothing & Footwear,95.142
2008-07,All Items,Housing & Utilities,91.398
2008-07,All Items,Household Durables & Services,80.998
2008-07,All Items,Health Care,79.571
2008-07,All Items,Transport,79.185
2008-07,All Items,Communication,106.602
2008-07,All Items,Recreation & Culture,93.727
2008-07,All Items,Education,71.816
2008-07,All Items,Miscellaneous Goods & Services,92.558
2008-08,All Items,Food,80.968
2008-08,All Items,Food Excl Food Serving Services,80.403
2008-08,All Items,Food Serving Services,81.388
2008-08,All Items,Clothing & Footwear,97.457
2008-08,All Items,Housing & Utilities,92.841
2008-08,All Items,Household Durables & Services,81.213
2008-08,All Items,Health Care,79.755
2008-08,All Items,Transport,78.216
2008-08,All Items,Communication,106.785
2008-08,All Items,Recreation & Culture,93.836
2008-08,All Items,Education,72.049
2008-08,All Items,Miscellaneous Goods & Services,92.967
2008-09,All Items,Food,81.145
2008-09,All Items,Food Excl Food Serving Services,80.71
2008-09,All Items,Food Serving Services,81.485
2008-09,All Items,Clothing & Footwear,97.389
2008-09,All Items,Housing & Utilities,92.276
2008-09,All Items,Household Durables & Services,81.657
2008-09,All Items,Health Care,79.743
2008-09,All Items,Transport,77.807
2008-09,All Items,Communication,106.762
2008-09,All Items,Recreation & Culture,94.288
2008-09,All Items,Education,70.806
2008-09,All Items,Miscellaneous Goods & Services,93.019
2008-10,All Items,Food,81.337
2008-10,All Items,Food Excl Food Serving Services,80.749
2008-10,All Items,Food Serving Services,81.772
2008-10,All Items,Clothing & Footwear,95.885
2008-10,All Items,Housing & Utilities,96.518
2008-10,All Items,Household Durables & Services,81.4
2008-10,All Items,Health Care,79.9
2008-10,All Items,Transport,77.145
2008-10,All Items,Communication,106.859
2008-10,All Items,Recreation & Culture,95.317
2008-10,All Items,Education,71.298
2008-10,All Items,Miscellaneous Goods & Services,93.029
2008-11,All Items,Food,81.486
2008-11,All Items,Food Excl Food Serving Services,81.093
2008-11,All Items,Food Serving Services,81.799
2008-11,All Items,Clothing & Footwear,97.394
2008-11,All Items,Housing & Utilities,96.935
2008-11,All Items,Household Durables & Services,81.864
2008-11,All Items,Health Care,79.966
2008-11,All Items,Transport,75.921
2008-11,All Items,Communication,106.495
2008-11,All Items,Recreation & Culture,95.296
2008-11,All Items,Education,71.301
2008-11,All Items,Miscellaneous Goods & Services,92.496
2008-12,All Items,Food,81.637
2008-12,All Items,Food Excl Food Serving Services,81.283
2008-12,All Items,Food Serving Services,81.927
2008-12,All Items,Clothing & Footwear,95.848
2008-12,All Items,Housing & Utilities,95.445
2008-12,All Items,Household Durables & Services,81.781
2008-12,All Items,Health Care,79.864
2008-12,All Items,Transport,73.165
2008-12,All Items,Communication,106.789
2008-12,All Items,Recreation & Culture,95.936
2008-12,All Items,Education,71.305
2008-12,All Items,Miscellaneous Goods & Services,92.929
2009-01,All Items,Food,82.127
2009-01,All Items,Food Excl Food Serving Services,82.172
2009-01,All Items,Food Serving Services,82.167
2009-01,All Items,Clothing & Footwear,95.176
2009-01,All Items,Housing & Utilities,94.34
2009-01,All Items,Household Durables & Services,81.489
2009-01,All Items,Health Care,80.547
2009-01,All Items,Transport,73.526
2009-01,All Items,Communication,107.799
2009-01,All Items,Recreation & Culture,95.522
2009-01,All Items,Education,72.196
2009-01,All Items,Miscellaneous Goods & Services,92.858
2009-02,All Items,Food,81.885
2009-02,All Items,Food Excl Food Serving Services,81.578
2009-02,All Items,Food Serving Services,82.144
2009-02,All Items,Clothing & Footwear,96.334
2009-02,All Items,Housing & Utilities,93.962
2009-02,All Items,Household Durables & Services,81.674
2009-02,All Items,Health Care,80.668
2009-02,All Items,Transport,73.448
2009-02,All Items,Communication,107.624
2009-02,All Items,Recreation & Culture,94.022
2009-02,All Items,Education,71.985
2009-02,All Items,Miscellaneous Goods & Services,92.435
2009-03,All Items,Food,81.948
2009-03,All Items,Food Excl Food Serving Services,81.543
2009-03,All Items,Food Serving Services,82.269
2009-03,All Items,Clothing & Footwear,97.41
2009-03,All Items,Housing & Utilities,92.099
2009-03,All Items,Household Durables & Services,81.553
2009-03,All Items,Health Care,80.596
2009-03,All Items,Transport,72.523
2009-03,All Items,Communication,107.831
2009-03,All Items,Recreation & Culture,94.013
2009-03,All Items,Education,71.992
2009-03,All Items,Miscellaneous Goods & Services,93.421
2009-04,All Items,Food,81.85
2009-04,All Items,Food Excl Food Serving Services,81.237
2009-04,All Items,Food Serving Services,82.299
2009-04,All Items,Clothing & Footwear,97.272
2009-04,All Items,Housing & Utilities,89.684
2009-04,All Items,Household Durables & Services,81.882
2009-04,All Items,Health Care,80.517
2009-04,All Items,Transport,72.742
2009-04,All Items,Communication,107.893
2009-04,All Items,Recreation & Culture,93.643
2009-04,All Items,Education,72.117
2009-04,All Items,Miscellaneous Goods & Services,93.071
2009-05,All Items,Food,81.826
2009-05,All Items,Food Excl Food Serving Services,81.223
2009-05,All Items,Food Serving Services,82.27
2009-05,All Items,Clothing & Footwear,96.14
2009-05,All Items,Housing & Utilities,91.207
2009-05,All Items,Household Durables & Services,81.761
2009-05,All Items,Health Care,80.497
2009-05,All Items,Transport,74.113
2009-05,All Items,Communication,107.792
2009-05,All Items,Recreation & Culture,92.836
2009-05,All Items,Education,72.117
2009-05,All Items,Miscellaneous Goods & Services,92.922
2009-06,All Items,Food,81.865
2009-06,All Items,Food Excl Food Serving Services,81.108
2009-06,All Items,Food Serving Services,82.406
2009-06,All Items,Clothing & Footwear,93.846
2009-06,All Items,Housing & Utilities,89.042
2009-06,All Items,Household Durables & Services,81.594
2009-06,All Items,Health Care,80.548
2009-06,All Items,Transport,75.218
2009-06,All Items,Communication,107.767
2009-06,All Items,Recreation & Culture,92.781
2009-06,All Items,Education,72.075
2009-06,All Items,Miscellaneous Goods & Services,92.459
2009-07,All Items,Food,81.923
2009-07,All Items,Food Excl Food Serving Services,81.127
2009-07,All Items,Food Serving Services,82.486
2009-07,All Items,Clothing & Footwear,97.299
2009-07,All Items,Housing & Utilities,91.138
2009-07,All Items,Household Durables & Services,81.827
2009-07,All Items,Health Care,80.855
2009-07,All Items,Transport,76.229
2009-07,All Items,Communication,107.621
2009-07,All Items,Recreation & Culture,92.019
2009-07,All Items,Education,72.168
2009-07,All Items,Miscellaneous Goods & Services,92.541
2009-08,All Items,Food,81.891
2009-08,All Items,Food Excl Food Serving Services,80.908
2009-08,All Items,Food Serving Services,82.571
2009-08,All Items,Clothing & Footwear,98.644
2009-08,All Items,Housing & Utilities,90.974
2009-08,All Items,Household Durables & Services,81.973
2009-08,All Items,Health Care,80.668
2009-08,All Items,Transport,77.985
2009-08,All Items,Communication,107.507
2009-08,All Items,Recreation & Culture,91.547
2009-08,All Items,Education,72.579
2009-08,All Items,Miscellaneous Goods & Services,93.098
2009-09,All Items,Food,82.003
2009-09,All Items,Food Excl Food Serving Services,81.167
2009-09,All Items,Food Serving Services,82.592
2009-09,All Items,Clothing & Footwear,97.244
2009-09,All Items,Housing & Utilities,89.952
2009-09,All Items,Household Durables & Services,82.014
2009-09,All Items,Health Care,80.876
2009-09,All Items,Transport,77.684
2009-09,All Items,Communication,107.535
2009-09,All Items,Recreation & Culture,91.609
2009-09,All Items,Education,72.26
2009-09,All Items,Miscellaneous Goods & Services,92.932
2009-10,All Items,Food,82.119
2009-10,All Items,Food Excl Food Serving Services,81.444
2009-10,All Items,Food Serving Services,82.607
2009-10,All Items,Clothing & Footwear,98.093
2009-10,All Items,Housing & Utilities,91.578
2009-10,All Items,Household Durables & Services,82.24
2009-10,All Items,Health Care,80.925
2009-10,All Items,Transport,78.044
2009-10,All Items,Communication,107.16
2009-10,All Items,Recreation & Culture,91.957
2009-10,All Items,Education,72.309
2009-10,All Items,Miscellaneous Goods & Services,93.117
2009-11,All Items,Food,82.133
2009-11,All Items,Food Excl Food Serving Services,81.502
2009-11,All Items,Food Serving Services,82.596
2009-11,All Items,Clothing & Footwear,98.013
2009-11,All Items,Housing & Utilities,91.586
2009-11,All Items,Household Durables & Services,82.381
2009-11,All Items,Health Care,80.959
2009-11,All Items,Transport,78.438
2009-11,All Items,Communication,104.565
2009-11,All Items,Recreation & Culture,92.745
2009-11,All Items,Education,72.339
2009-11,All Items,Miscellaneous Goods & Services,92.977
2009-12,All Items,Food,82.096
2009-12,All Items,Food Excl Food Serving Services,81.401
2009-12,All Items,Food Serving Services,82.598
2009-12,All Items,Clothing & Footwear,96.591
2009-12,All Items,Housing & Utilities,89.491
2009-12,All Items,Household Durables & Services,82.369
2009-12,All Items,Health Care,80.889
2009-12,All Items,Transport,78.01
2009-12,All Items,Communication,104.387
2009-12,All Items,Recreation & Culture,93.612
2009-12,All Items,Education,72.338
2009-12,All Items,Miscellaneous Goods & Services,93.119
2010-01,All Items,Food,82.24
2010-01,All Items,Food Excl Food Serving Services,81.774
2010-01,All Items,Food Serving Services,82.599
2010-01,All Items,Clothing & Footwear,96.034
2010-01,All Items,Housing & Utilities,91.988
